"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","gene_name"
"ENSG00000171791.13",2104.40885801782,4.89703711658789,0.254790446514415,19.2198615904966,2.52442497032025e-82,3.85176761971464e-78,"protein_coding","BCL2"
"ENSG00000162772.17",495.789195852187,2.89088338375861,0.248400348470174,11.6380005163549,2.64135291532337e-31,2.0150881391002e-27,"protein_coding","ATF3"
"ENSG00000157514.16",783.600343693755,1.41730993109627,0.150959049606124,9.38870465066032,6.07426648799035e-21,3.08937193579189e-17,"protein_coding","TSC22D3"
"ENSG00000033327.13",46.3465704772216,4.48020280962298,0.54756973291934,8.18197672420098,2.79224996765262e-16,1.06510375016109e-12,"protein_coding","GAB2"
"ENSG00000139269.3",70.2641274731691,4.10740112866967,0.508848930212018,8.07194608222576,6.91864293404489e-16,2.11129307775314e-12,"protein_coding","INHBE"
"ENSG00000130513.6",488.183221748909,4.51036798506602,0.571390531405618,7.89366945575829,2.93428690138667e-15,7.46189159022629e-12,"protein_coding","GDF15"
"ENSG00000152766.6",45.8027414895809,5.43713668795943,0.702100346793249,7.74410198313223,9.62597267133804e-15,2.09818701456108e-11,"protein_coding","ANKRD22"
"ENSG00000124762.14",5381.71946547895,1.70539872748624,0.240684750087858,7.08561189216897,1.38431267398306e-12,2.64023034745418e-09,"protein_coding","CDKN1A"
"ENSG00000087074.8",432.196387985111,1.42486284591333,0.202723422431623,7.02860492794771,2.08608718670733e-12,3.53661314386449e-09,"protein_coding","PPP1R15A"
"ENSG00000235513.2",113.273082681726,5.71722030424927,0.819376482797172,6.97752550174729,3.00424300223414e-12,4.58387397280885e-09,"lncRNA","L3MBTL2-AS1"
"ENSG00000156804.7",55.1540008934601,1.96629946783629,0.289790328782662,6.78524875587199,1.15886659742239e-11,1.60745332213371e-08,"protein_coding","FBXO32"
"ENSG00000152409.9",32.3062025267739,5.14968388441652,0.7825053222123,6.58102090584807,4.67228875910046e-11,5.94081515719623e-08,"protein_coding","JMY"
"ENSG00000104413.18",24.1409824689162,5.28686920407106,0.851740427681371,6.20713662548943,5.39586858818491e-10,6.33308945527119e-07,"protein_coding","ESRP1"
"ENSG00000186529.16",401.114358945058,2.8509155039952,0.460766454244151,6.18733303550035,6.11906018977412e-10,6.66890145539811e-07,"protein_coding","CYP4F3"
"ENSG00000101255.11",1561.93024223051,1.25986192707809,0.205782573811865,6.12229647895213,9.22361920895491e-10,9.38226545934894e-07,"protein_coding","TRIB3"
"ENSG00000128965.13",585.49245246255,1.24654016150209,0.206795635563035,6.02788428347716,1.66119915931576e-09,1.58416104830249e-06,"protein_coding","CHAC1"
"ENSG00000185745.10",868.514482641736,5.04694075920505,0.848934019565483,5.94503299772139,2.76401170465433e-09,2.48078179938917e-06,"protein_coding","IFIT1"
