"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","gene_name"
"ENSG00000171469.11",961.449827664032,2.89331548225401,0.114194204319106,25.3367979531507,1.2563767348912e-141,2.41852521466556e-137,"protein_coding","ZNF561"
"ENSG00000135679.25",27490.8757472918,3.12683515240397,0.132641027929501,23.573664960331,7.18082017223355e-123,6.91153941577479e-119,"protein_coding","MDM2"
"ENSG00000134574.12",2828.40703493922,2.49435007631481,0.106281180492503,23.4693486161527,8.38903221572996e-122,5.38296233842673e-118,"protein_coding","DDB2"
"ENSG00000170836.12",2168.48768409875,2.73804423363264,0.129448985103329,21.1515310950262,2.67129635696461e-99,1.28556137178922e-95,"protein_coding","PPM1D"
"ENSG00000080546.13",1999.841453898,2.51082101130525,0.128424685849303,19.5509219641115,4.05132914230345e-85,1.55976171978683e-81,"protein_coding","SESN1"
"ENSG00000165891.16",823.37621250401,3.05687699964672,0.157076927156231,19.4610185912683,2.35066330879989e-84,7.54171144906632e-81,"protein_coding","E2F7"
"ENSG00000136048.14",504.334977103504,3.07753006850502,0.158516164080624,19.4146135591556,5.80712094010881e-84,1.59695825852992e-80,"protein_coding","DRAM1"
"ENSG00000186529.16",401.114358945058,5.18617903460848,0.272894639725244,19.0043272371712,1.57046633356627e-80,3.77893461514383e-77,"protein_coding","CYP4F3"
"ENSG00000197852.12",872.929541881138,3.40351610143874,0.19315109185855,17.6210036851939,1.6996255451369e-69,3.63531019376503e-66,"protein_coding","INKA2"
"ENSG00000261804.2",261.071899692113,4.50401885551711,0.260663603045577,17.2790477952903,6.76557401281759e-67,1.30237299746739e-63,"lncRNA","AC007342.4"
"ENSG00000148541.13",148.624746240791,6.13801460992733,0.356297230335111,17.2272307706526,1.65906111942255e-66,2.90335695898946e-63,"protein_coding","FAM13C"
"ENSG00000095303.17",131.327214658259,6.19606909974767,0.362965422282457,17.0706869563072,2.4529654370207e-65,3.93496538855404e-62,"protein_coding","PTGS1"
"ENSG00000130513.6",488.183221748909,5.09081885061901,0.303457740562372,16.7760388684917,3.65412127943003e-63,5.41091035607908e-60,"protein_coding","GDF15"
"ENSG00000106366.9",115.47969250589,7.11916810771383,0.430361902342733,16.5422823650506,1.81994300386847e-61,2.50242163031914e-58,"protein_coding","SERPINE1"
"ENSG00000170734.12",3328.73801570783,2.04070007441977,0.125489078026558,16.2619736036939,1.83723294655775e-59,2.35778228141578e-56,"protein_coding","POLH"
"ENSG00000177076.6",368.353304339566,4.05422656936504,0.250667216022173,16.1737407615618,7.72613024436908e-59,9.29550045025656e-56,"protein_coding","ACER2"
"ENSG00000196072.12",2756.2320731427,2.03458229250548,0.128166946152873,15.8744696162043,9.52123303788672e-57,1.07813962340776e-53,"protein_coding","BLOC1S2"
"ENSG00000162772.17",495.789195852187,3.24436901320149,0.204448672836296,15.8688680547185,1.04101435318684e-56,1.11330701660259e-53,"protein_coding","ATF3"
"ENSG00000124762.14",5381.71946547895,3.68081819151006,0.236727069335585,15.5487845215206,1.62154082116946e-54,1.6428768846059e-51,"protein_coding","CDKN1A"
"ENSG00000147434.9",190.151246601969,3.18558425514137,0.206882623770159,15.3980271377478,1.68739386166509e-53,1.62411659185265e-50,"protein_coding","CHRNA6"
"ENSG00000197191.6",205.496311236936,4.17722863827379,0.274299082964968,15.2287371620826,2.27952035193852e-52,2.08956032261031e-49,"protein_coding","CYSRT1"
"ENSG00000115129.14",1042.638799341,3.70168442743375,0.243572123902693,15.197487988866,3.67443344189124e-52,3.21512926165484e-49,"protein_coding","TP53I3"
"ENSG00000260912.1",260.565071329807,3.85951400549493,0.254930166144749,15.1394951168843,8.88935115243506e-52,7.44000042105978e-49,"lncRNA","AL158206.1"
"ENSG00000161509.14",153.4274681269,3.37242413046245,0.223997583219767,15.055627306272,3.17077404447822e-51,2.54322501484191e-48,"protein_coding","GRIN2C"
"ENSG00000166130.15",1858.80295370413,1.86847247647641,0.124377417034116,15.0226023423841,5.22167847279326e-51,4.02069242405081e-48,"protein_coding","IKBIP"
"ENSG00000170855.4",3445.15083641614,1.71139086371591,0.113976970619414,15.0152338179833,5.83557334532191e-51,4.32056872682487e-48,"protein_coding","TRIAP1"
"ENSG00000161513.12",4111.65684795466,3.44808282344551,0.230539521903715,14.9565800907907,1.41092645926319e-50,1.00593830891912e-47,"protein_coding","FDXR"
"ENSG00000130684.14",585.101874827024,2.46807145960366,0.16646432322889,14.8264289412335,9.88537005094884e-50,6.79619191002733e-47,"protein_coding","ZNF337"
"ENSG00000183508.5",426.465485734364,3.6561066345773,0.250877792293643,14.5732573662716,4.15592676856527e-48,2.75867552740971e-45,"protein_coding","TENT5C"
"ENSG00000064115.11",6379.24610239496,1.62216975933293,0.112846776066656,14.3749765467359,7.42952230955788e-47,4.76727681529964e-44,"protein_coding","TM7SF3"
"ENSG00000196152.10",573.117958310344,2.44884880610871,0.17050086078379,14.3626770847454,8.87322475955837e-47,5.50998634262899e-44,"protein_coding","ZNF79"
"ENSG00000103540.16",3175.88593292927,1.43319731234961,0.10076505708195,14.22315784711,6.58147137837906e-46,3.95916637605615e-43,"protein_coding","CCP110"
"ENSG00000143333.7",3591.61880319995,2.4257044993679,0.17092834823017,14.1913528357594,1.0363989469036e-45,6.04566052360435e-43,"protein_coding","RGS16"
"ENSG00000204604.12",1100.5385175618,1.63406100877328,0.11521457845286,14.1827625524131,1.17142695805988e-45,6.63234380666257e-43,"protein_coding","ZNF468"
