"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","gene_name"
"ENSG00000171791.13",2104.40885801782,4.65716805944017,0.254731282756042,18.2826703067341,1.13719585639766e-74,1.84862558416003e-70,"protein_coding","BCL2"
"ENSG00000235513.2",113.273082681726,4.32049036937178,0.42866864957313,10.078857816344,6.85179475326987e-24,5.56913877545775e-20,"lncRNA","L3MBTL2-AS1"
"ENSG00000139269.3",70.2641274731691,4.75566198707956,0.557346620937843,8.53268290938456,1.4299221938823e-17,7.74827172791691e-14,"protein_coding","INHBE"
"ENSG00000162772.17",495.789195852187,1.80293773189176,0.217038716174889,8.30698671493688,9.81629325922852e-17,3.98934158055047e-13,"protein_coding","ATF3"
"ENSG00000033327.13",46.3465704772216,3.85085673671027,0.484893236785415,7.94165899743088,1.99494768163958e-15,6.48597390254661e-12,"protein_coding","GAB2"
"ENSG00000152766.6",45.8027414895809,5.01637393822386,0.648125189359024,7.73982252284455,9.95556850361213e-15,2.69729535991198e-11,"protein_coding","ANKRD22"
"ENSG00000128965.13",585.49245246255,1.47130636641396,0.207755485997035,7.08191342988148,1.42177471606258e-12,3.30176711204476e-09,"protein_coding","CHAC1"
"ENSG00000140105.18",3200.71510050339,1.29561029453755,0.187625507307985,6.9052993546918,5.00976708989975e-12,1.01798467266763e-08,"protein_coding","WARS1"
"ENSG00000185745.10",868.514482641736,5.44001004235901,0.840439469382224,6.47281599751349,9.61930676736494e-11,1.73746056455872e-07,"protein_coding","IFIT1"
"ENSG00000104413.18",24.1409824689162,4.0964448740945,0.650935796312658,6.2931627009907,3.11061995287203e-10,5.05662379538876e-07,"protein_coding","ESRP1"
"ENSG00000101255.11",1561.93024223051,1.29312390138267,0.206341116714872,6.26692305426236,3.6825200220068e-10,5.44209504343114e-07,"protein_coding","TRIB3"
"ENSG00000137959.16",583.927346376241,9.63249184615661,1.57343452772975,6.12195275773882,9.24354331701834e-10,1.25219200134542e-06,"protein_coding","IFI44L"
"ENSG00000169136.11",485.177484369328,1.55350908524438,0.255387812685478,6.08294134676505,1.17997522898609e-09,1.47551364018445e-06,"protein_coding","ATF5"
"ENSG00000132530.17",122.762579366365,4.859113785475,0.804823856639035,6.03748726555744,1.56532511120023e-09,1.81756607197649e-06,"protein_coding","XAF1"
"ENSG00000175197.12",1431.95301083439,1.54124790701403,0.25987124695117,5.93081352822241,3.014373953677e-09,3.26677753273155e-06,"protein_coding","DDIT3"
"ENSG00000116761.12",529.522790590817,1.25982661915677,0.215274204434187,5.85219498298936,4.85127401371662e-09,4.92889439793609e-06,"protein_coding","CTH"
"ENSG00000152409.9",32.3062025267739,3.83464654337088,0.657476351750596,5.83237181559573,5.46449818401313e-09,5.22534602819515e-06,"protein_coding","JMY"
"ENSG00000157601.14",896.824493601862,3.64790898206131,0.638538826947038,5.71290081059375,1.11066422769696e-08,1.00305320474677e-05,"protein_coding","MX1"
"ENSG00000134321.12",269.155994189997,4.92755480901228,0.876776632375437,5.62007999193835,1.90869064839774e-08,1.63303553580808e-05,"protein_coding","RSAD2"
"ENSG00000110619.17",1560.718657651,0.653235742855428,0.116826740006804,5.59149166378678,2.25127104699702e-08,1.82983310699918e-05,"protein_coding","CARS1"
"ENSG00000162512.16",18.1251256098405,2.78881228487051,0.50095571138511,5.56698371031568,2.59186614201877e-08,1.9331103709255e-05,"protein_coding","SDC3"
